UNITID,ACTCM25,ACTCM75,ACTCMMID,ACTEN25,ACTEN75,ACTENMID,ACTMT25,ACTMT75,ACTMTMID,ACTWR25,ACTWR75,ACTWRMID,C200_L4_POOLED_SUPP,GRAD_DEBT_MDN10YR_SUPP,GRAD_DEBT_MDN_SUPP,NPT41_PRIV,NPT41_PUB,NPT42_PRIV,NPT42_PUB,NPT43_PRIV,NPT43_PUB,NPT44_PRIV,NPT44_PUB,NPT45_PRIV,NPT45_PUB,NPT4_PRIV,NPT4_PUB,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,PCTFLOAN,PCTPELL,PPTUG_EF,RET_FTL4,RET_PTL4,RPY_3YR_RT_SUPP,SATMT25,SATMT75,SATMTMID,SATVR25,SATVR75,SATVRMID,SATWR25,SATWR75,SATWRMID,SAT_AVG,SAT_AVG_ALL,UG25abv,UGDS,UGDS_2MOR,UGDS_AIAN,UGDS_ASIAN,UGDS_BLACK,UGDS_HISP,UGDS_NHPI,UGDS_NRA,UGDS_UNKN,UGDS_WHITE,gt_25k_p6,md_earn_wne_p10
226134,,,,,,,,,,,,,0.268876033058,25.9121847,2334.0,,4169.0,,4780.0,,6248.0,,7079.0,,,,4429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0497,0.0043,0.0,0.0,0.0454,0.0,0.0239,0.0,0.0,0.3497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0534,0.0,0.0,0.0196,0.1933,0.008,0.0,0.0,0.181,0.0718,0.0,0.0,0.5689,0.6234,0.6087,0.4753,0.618333333333,,,,,,,,,,,,0.2133,8048.0,0.0006,0.0005,0.0016,0.0016,0.9754,0.0002,0.0009,0.0055,0.0137,0.419047623873,28300.0
240657,,,,,,,,,,,,,0.344777604167,130.17153625,11725.0,,4251.0,,4377.0,,5567.0,,7848.0,,8067.0,,5104.0,0.083,0.0213,0.0,0.0,0.0191,0.0043,0.0,0.0,0.0702,0.0191,0.0447,0.0021,0.0,0.0,0.0085,0.1085,0.0,0.0021,0.0213,0.0,0.0,0.0468,0.0,0.0,0.0085,0.0,0.0213,0.0255,0.0,0.0383,0.0,0.0,0.0979,0.0,0.1511,0.1383,0.066,0.0021,0.213,0.2995,0.3498,0.5357,0.2813,0.75935828877,,,,,,,,,,,,0.2723,1624.0,0.0246,0.0092,0.0025,0.0062,0.0788,0.0006,0.0431,0.0,0.835,0.470692723989,28800.0
434672,,,,,,,,,,,,,0.136683237974,146.66918255,13211.0,,6703.0,,7462.0,,9656.0,,11521.0,,11875.0,,7748.0,0.0026,0.0,0.0,0.0,0.0,0.0,0.0379,0.0063,0.0253,0.0048,0.0446,0.0067,0.0056,0.0123,0.0,0.3198,0.0,0.0,0.0,0.0,0.0123,0.0052,0.0,0.0,0.0,0.0004,0.0,0.0617,0.0,0.0067,0.01,0.0152,0.0,0.0279,0.0312,0.2344,0.1293,0.0,0.1874,0.461,0.6575,0.516,0.4124,0.559322033898,,,,,,,,,,,,0.4155,22657.0,0.0323,0.0032,0.0487,0.3903,0.0411,0.0021,0.0371,0.0079,0.4371,0.554144859314,34200.0
112190,,,,,,,,,,,,,0.391040863558,116.571525,10500.0,,3696.0,,,,,,,,,,3696.0,0.0028,0.0003,0.0021,0.0018,0.0123,0.0154,0.0824,0.02,0.0069,0.0015,0.0316,0.0177,0.0896,0.008,0.0018,0.1558,0.0072,0.0015,0.0,0.0,0.0791,0.0,0.0,0.0,0.0013,0.0,0.0105,0.0477,0.0,0.126,0.0056,0.0513,0.0,0.0,0.0169,0.146,0.0567,0.0,0.0399,0.2581,0.6316,0.6832,0.3866,0.545061728395,,,,,,,,,,,,0.5429,24662.0,0.0432,0.0025,0.3387,0.0798,0.2208,0.0078,0.0442,0.0231,0.2399,0.469729721546,36900.0
130606,,,,,,,,,,,,,0.146014005124,94.367425,8500.0,,6357.0,,6738.0,,6878.0,,9655.0,,11502.0,,6811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102,0.0,0.0085,0.0034,0.0119,0.0,0.0627,0.0,0.0,0.278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0746,0.0,0.0,0.0,0.0,0.0,0.0,0.0695,0.1305,0.3508,0.0,0.0465,0.3458,0.5678,0.6164,0.4449,0.713017751479,,,,,,,,,,,,0.342,3781.0,0.0153,0.0026,0.0323,0.0669,0.169,0.0005,0.0063,0.0407,0.6662,0.520646333694,34300.0
130891,,,,,,,,,,,,,0.205223567803,65.97948315,5943.0,,3634.0,,4711.0,,6471.0,,7271.0,,8161.0,,4535.0,0.0282,0.0,0.0,0.0,0.0,0.0308,0.0174,0.0,0.0657,0.0,0.0684,0.0,0.0,0.0188,0.0697,0.0,0.0,0.0013,0.0054,0.0,0.0,0.0,0.0,0.0,0.0,0.0013,0.0,0.0523,0.0697,0.0,0.0,0.0523,0.0,0.063,0.0,0.3646,0.0912,0.0,0.1494,0.4808,0.5035,0.5921,0.3642,0.643889618922,,,,,,,,,,,,0.3561,3978.0,0.0216,0.0055,0.0181,0.1878,0.0734,0.0008,0.0292,0.008,0.6556,0.48864865303,28800.0
145831,,,,,,,,,,,,,0.38644561753,111.0205,10000.0,,5663.0,,6141.0,,9279.0,,11075.0,,11075.0,,6681.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0091,0.0,0.0008,0.0017,0.0421,0.0,0.0058,0.0,0.0,0.1074,0.0,0.0,0.0,0.0,0.1884,0.0,0.0,0.0,0.0,0.0,0.0,0.0107,0.0025,0.0,0.0529,0.0463,0.0124,0.0653,0.0099,0.3818,0.0603,0.0,0.0966,0.354,0.5176,0.6291,0.4677,0.668582375479,,,,,,,,,,,,0.315,2981.0,0.0081,0.001,0.0084,0.0171,0.1134,0.0,0.0,0.0211,0.8309,0.490297555923,28600.0
146348,,,,,,,,,,,,,0.238350387597,106.196659275,9565.5,,4604.0,,5404.0,,8302.0,,8675.0,,9830.0,,5473.0,0.0055,0.0,0.0,0.0,0.0,0.0067,0.0011,0.0,0.0067,0.0033,0.0388,0.0,0.0133,0.0122,0.0,0.2339,0.0,0.0,0.0,0.0,0.0377,0.0,0.0,0.0,0.0,0.0,0.0,0.0898,0.0,0.0,0.0,0.102,0.0554,0.0,0.0067,0.3149,0.0721,0.0,0.231,0.473,0.5175,0.6929,0.3579,0.723463687151,,,,,,,,,,,,0.4531,3115.0,0.0045,0.0055,0.0087,0.1596,0.0925,0.0016,0.001,0.0132,0.7136,0.452690154314,27900.0
146816,,,,,,,,,,,,,0.134590384615,277.934270725,25034.5,17947.0,,15660.0,,22185.0,,,,,,17824.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.32,0.0,0.8144,0.6443,0.5024,0.2963,0.2,0.633986928105,,,,,,,,,,,,0.6419,209.0,0.0191,0.0,0.0191,0.6029,0.0957,0.0,0.0096,0.0,0.2536,0.495999991894,28400.0
190053,,,,,,,,,,,,,0.273539464494,133.2246,12000.0,,5338.0,,6694.0,,10229.0,,11694.0,,12090.0,,7337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.0667,0.0,0.0231,0.0,0.0,0.3846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0974,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1282,0.0,0.3424,0.3713,0.2525,0.5308,0.5455,0.65965965966,,,,,,,,,,,,0.1985,1315.0,0.0068,0.0068,0.0084,0.0768,0.0106,0.0015,0.0312,0.1232,0.7346,0.458471775055,29500.0
190521,,,,,,,,,,,,,0.206290302502,97.46489695,8779.0,,6051.0,,7769.0,,10512.0,,12787.0,,13294.0,,6778.0,0.0,0.0,0.0,0.0,0.0017,0.014,0.0642,0.0,0.0482,0.0075,0.0,0.0,0.0,0.0,0.0188,0.361,0.0,0.0003,0.0096,0.0,0.0,0.0,0.0,0.0,0.0242,0.0,0.0,0.0587,0.0461,0.0,0.0,0.0,0.0,0.0,0.0143,0.0861,0.2452,0.0,0.1152,0.6917,0.3291,0.6406,0.5221,0.53702970297,,,,,,,,,,,,0.2504,23658.0,0.0169,0.0019,0.1181,0.273,0.4289,0.0025,0.0666,0.0,0.0921,0.509139955044,34900.0
190585,,,,,,,,,,,,,0.164721698602,99.91845,9000.0,,6675.0,,7868.0,,11308.0,,13549.0,,13674.0,,7054.0,0.0,0.0,0.0,0.0,0.0,0.0377,0.0,0.0,0.1229,0.0231,0.0,0.0,0.0389,0.0134,0.0,0.3066,0.0,0.0,0.0097,0.0,0.0,0.0,0.0,0.0,0.028,0.0,0.0,0.0669,0.0219,0.0,0.0,0.0,0.0,0.0,0.0097,0.1825,0.1387,0.0,0.0869,0.6798,0.3782,0.672,0.449,0.640287769784,,,,,,,,,,,,0.3436,6438.0,0.0065,0.0016,0.0244,0.2543,0.6406,0.0014,0.0508,0.0,0.0205,0.457243472338,29800.0
190619,,,,,,,,,,,,,0.285979272946,72.50748855,6531.0,,5206.0,,6853.0,,9918.0,,11926.0,,12563.0,,6060.0,0.0,0.0,0.0,0.0,0.0113,0.0134,0.0234,0.01,0.0121,0.0046,0.0,0.0,0.0,0.0,0.0184,0.4088,0.0,0.0389,0.0033,0.0,0.0,0.0146,0.0,0.0,0.0046,0.0,0.0,0.0653,0.0,0.0,0.0,0.0054,0.0,0.0,0.036,0.1431,0.1866,0.0,0.0742,0.4884,0.2591,0.6675,0.4581,0.554788610871,,,,,,,,,,,,0.226,14381.0,0.0115,0.0019,0.1205,0.3299,0.2142,0.0022,0.0305,0.0,0.2892,0.47850137949,35300.0
201283,,,,,,,,,,,,,0.274840325497,189.61191195,17079.0,,3503.0,,4618.0,,6151.0,,6790.0,,7928.0,,4429.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0955,0.0,0.0,0.0,0.0758,0.0,0.0309,0.0056,0.0,0.0365,0.0169,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0281,0.0,0.0,0.0,0.0,0.0225,0.0,0.0,0.5281,0.1461,0.0,0.6052,0.6646,0.4063,0.449,0.2174,0.473958333333,,,,,,,,,,,,0.4504,1179.0,0.0212,0.0017,0.0025,0.0254,0.0051,0.0,0.0,0.0025,0.9415,0.454075038433,25700.0
201432,,,,,,,,,,,,,0.166194117647,288.6533,26000.0,,8709.0,,8863.0,,11445.0,,12864.0,,13099.0,,10101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0636,0.0,0.0339,0.0,0.0042,0.0,0.0339,0.0,0.0,0.6229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0381,0.0,0.0,0.0,0.0,0.0,0.0,0.0169,0.161,0.0254,0.0,0.5106,0.4577,0.3539,0.548,0.3623,0.765757162347,,,,,,,,,,,1009.0,0.3019,1721.0,0.0331,0.0052,0.0046,0.0651,0.0546,0.0012,0.0012,0.0227,0.8123,0.626573681831,39000.0
227304,,,,,,,,,,,,,0.210783136594,94.367425,8500.0,,3603.0,,4360.0,,6145.0,,9250.0,,9512.0,,4294.0,0.0015,0.0,0.0,0.0,0.0,0.0,0.0151,0.1089,0.0681,0.0,0.0938,0.0015,0.0151,0.0318,0.0015,0.1286,0.0,0.0166,0.0045,0.0,0.0,0.0106,0.0,0.0,0.0061,0.0,0.0182,0.0635,0.0,0.0045,0.0091,0.062,0.0151,0.0,0.0378,0.2042,0.0817,0.0,0.0542,0.2691,0.6398,0.5419,0.6886,0.609550561798,,,,,,,,,,,,0.273,3781.0,0.0,0.0053,0.0087,0.0428,0.57,0.0008,0.0135,0.0838,0.2751,0.542640984058,32000.0
227687,,,,,,,,,,,,,0.223867910448,104.74784175,9435.0,,5176.0,,4812.0,,6873.0,,,,,,5293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088,0.193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0439,0.0,0.0,0.3991,0.0088,0.0,0.2519,0.3681,0.4684,0.4398,0.5356,0.461240310078,,,,,,,,,,,,0.1601,1738.0,0.0,0.0069,0.0058,0.0524,0.2319,0.0,0.0092,0.0035,0.6904,0.440281033516,30300.0
228608,,,,,,,,,,,,,0.118581799591,183.83884595,16559.0,,6293.0,,7152.0,,9306.0,,10265.0,,10748.0,,7194.0,0.0014,0.0,0.0,0.0,0.0,0.0,0.0552,0.0,0.0138,0.0028,0.0138,0.0,0.0179,0.0028,0.0,0.3076,0.0,0.011,0.0014,0.0,0.0,0.0014,0.0,0.0,0.0014,0.0138,0.011,0.0952,0.0,0.0028,0.0,0.0,0.0,0.0,0.0055,0.3228,0.1159,0.0028,0.491,0.7977,0.6657,0.4792,0.4038,0.473218238158,,,,,,,,,,,,0.4363,5292.0,0.0,0.0077,0.0223,0.2011,0.2143,0.0025,0.0004,0.03,0.5217,0.531680464745,31100.0
403469,,,,,,,,,,,,,0.433366666667,53.43416665,4813.0,,38.0,,473.0,,4246.0,,4557.0,,,,1160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0585,0.0,0.0,0.0,0.0062,0.0,0.0,0.0,0.0,0.2154,0.0,0.0,0.0,0.0,0.0062,0.0,0.0,0.0,0.0,0.0,0.0,0.0215,0.0,0.0,0.0492,0.0431,0.0,0.0,0.0,0.6,0.0,0.0,0.0308,0.1063,0.5493,0.7632,0.44,0.698529411765,,,,,,,,,,,,0.5916,446.0,0.0135,0.0,0.0022,0.0022,0.0045,0.0,0.0,0.0,0.9776,0.398058265448,22900.0
420398,,,,,,,,,,,,,0.190735714286,111.0205,10000.0,,3369.0,,4402.0,,6804.0,,8958.0,,9110.0,,4243.0,0.0,0.0,0.0,0.0,0.0102,0.0256,0.0855,0.0,0.0767,0.0212,0.0029,0.0,0.0,0.0,0.0007,0.374,0.0,0.0102,0.0,0.0,0.0029,0.0088,0.0,0.0,0.0,0.0,0.0022,0.0657,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.1519,0.1344,0.0,0.0644,0.2815,0.6979,0.6238,0.5125,0.605154639175,,,,,,,,,,,,0.2441,12686.0,0.0351,0.0027,0.0241,0.0568,0.5976,0.002,0.0026,0.0136,0.2656,0.532291650772,34100.0
115296,,,,,,,,,,,,,0.322331853918,49.959225,4500.0,,2256.0,,7759.0,,7759.0,,,,,,2288.0,0.0,0.0,0.0,0.0014,0.018,0.0009,0.0109,0.0166,0.0,0.0,0.0,0.0451,0.0152,0.0,0.0157,0.4658,0.0,0.0009,0.0104,0.0,0.067,0.0076,0.0019,0.0,0.0019,0.0,0.0076,0.067,0.0005,0.0152,0.0,0.0,0.0,0.0,0.0171,0.0945,0.1154,0.0033,0.0256,0.2278,0.6271,0.6914,0.5394,0.626524390244,,,,,,,,,,,,0.3247,17042.0,0.0623,0.0031,0.082,0.0663,0.3088,0.0052,0.0332,0.0143,0.4249,0.481624752283,32300.0
148256,,,,,,,,,,,,,0.524101324854,91.03681,8200.0,,4685.0,,5719.0,,7617.0,,10508.0,,9674.0,,5789.0,0.0352,0.0,0.0,0.0,0.0,0.0,0.0022,0.0521,0.0015,0.0022,0.044,0.0,0.0147,0.0,0.0,0.1694,0.0,0.0,0.0,0.0,0.1298,0.0,0.0,0.0,0.0,0.0,0.0,0.0161,0.0,0.0,0.0022,0.1004,0.0572,0.0073,0.0088,0.3306,0.0264,0.0,0.1347,0.3035,0.2685,0.5899,0.5059,0.536251709986,,,,,,,,,,,,0.3592,1747.0,0.0,0.0132,0.0023,0.0469,0.0132,0.004,0.0,0.0,0.9204,0.433411210775,26200.0
162609,,,,,,,,,,,,,0.231850604839,136.4441945,12290.0,,5700.0,,6481.0,,8233.0,,8763.0,,10611.0,,6754.0,0.0,0.0943,0.0,0.0,0.0,0.0,0.0,0.0,0.1038,0.0189,0.0094,0.0,0.0,0.0,0.0,0.4623,0.0,0.0,0.0,0.0,0.0,0.0755,0.0,0.0,0.0,0.0,0.0,0.0566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1792,0.0,0.3975,0.5865,0.1399,0.4795,0.3333,0.497340425532,,,,,,,,,,,,0.1469,586.0,0.0188,0.0,0.0,0.2372,0.0307,0.0034,0.0137,0.0154,0.6809,0.454545468092,27300.0
162779,,,,,,,,,,,,,0.206886179224,118.8141391,10702.0,,7412.0,,7986.0,,10107.0,,11356.0,,12418.0,,8612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196,0.012,0.041,0.0128,0.0487,0.0,0.0111,0.0,0.0,0.5798,0.0,0.0,0.0,0.0,0.0,0.0026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.1802,0.0914,0.0,0.1211,0.2488,0.617,0.6883,0.4732,0.630710659898,,,,,,,,,,,,0.3542,9287.0,0.0402,0.0028,0.1166,0.2816,0.0886,0.0029,0.048,0.0166,0.4027,0.602027893066,37500.0
111896,,,,,,,,,,,,,0.196115384615,,,,5413.0,,,,,,,,,,5413.0,0.0,0.0,0.0,0.0,0.0,0.0079,0.0422,0.0,0.0,0.0079,0.0053,0.0,0.0317,0.0264,0.0,0.4063,0.0,0.0,0.0079,0.0,0.0132,0.0026,0.0,0.0,0.0,0.0,0.0,0.0237,0.0422,0.0,0.0,0.0,0.1135,0.0,0.0,0.1266,0.1425,0.0,0.0,0.1763,0.7684,0.5764,0.2866,0.634615384615,,,,,,,,,,,,0.5359,4029.0,0.0541,0.0221,0.0345,0.0494,0.3328,0.001,0.0017,0.0042,0.5001,0.384920626879,24900.0
